Time;Voltage [U];Voltage [V];Voltage [W];;;Current [U];Current [V];Current [W];;;Power [U];Power [V];Power [W]
05/07/2023 17:20:57:927;345.997;9.34606e-307;9.34606e-307;;;0.0884558;9.34606e-307;9.34606e-307;;;30.6777;9.34606e-307;9.34606e-307
05/07/2023 17:20:57:931;345.997;1.37959e-306;1.37959e-306;;;0.0884558;1.37959e-306;1.37959e-306;;;30.6777;1.37959e-306;1.37959e-306
05/07/2023 17:20:59:009;345.996;1.50201e-307;1.50201e-307;;;0.0891222;1.50201e-307;1.50201e-307;;;30.8479;1.50201e-307;1.50201e-307
05/07/2023 17:20:59:013;345.996;4.22784e-307;4.22784e-307;;;0.0891222;4.22784e-307;4.22784e-307;;;30.8479;4.22784e-307;4.22784e-307
05/07/2023 17:21:00:193;345.997;1.50201e-307;1.50201e-307;;;0.0891235;1.50201e-307;1.50201e-307;;;30.8677;1.50201e-307;1.50201e-307
05/07/2023 17:21:00:197;345.997;1.502e-307;1.502e-307;;;0.0891235;1.502e-307;1.502e-307;;;30.8677;1.502e-307;1.502e-307
05/07/2023 17:21:01:016;345.998;1.1126e-306;1.1126e-306;;;0.0895744;1.1126e-306;1.1126e-306;;;30.9693;1.1126e-306;1.1126e-306
05/07/2023 17:21:01:022;345.998;7.56599e-307;7.56599e-307;;;0.0895744;7.56599e-307;7.56599e-307;;;30.9693;7.56599e-307;7.56599e-307
05/07/2023 17:21:02:030;345.996;1.33511e-306;1.33511e-306;;;0.0879709;1.33511e-306;1.33511e-306;;;30.4804;1.33511e-306;1.33511e-306
05/07/2023 17:21:02:033;345.996;1.06811e-306;1.06811e-306;;;0.0879709;1.06811e-306;1.06811e-306;;;30.4804;1.06811e-306;1.06811e-306
05/07/2023 17:21:03:049;345.997;1.24611e-306;1.24611e-306;;;0.0895769;1.24611e-306;1.24611e-306;;;31.0523;1.24611e-306;1.24611e-306
05/07/2023 17:21:03:052;345.997;1.50212e-307;1.50212e-307;;;0.0895769;1.50212e-307;1.50212e-307;;;31.0523;1.50212e-307;1.50212e-307
05/07/2023 17:21:04:049;345.996;1.50212e-307;1.50212e-307;;;0.0893649;1.50212e-307;1.50212e-307;;;30.9053;1.50212e-307;1.50212e-307
05/07/2023 17:21:04:052;345.996;1.60221e-306;1.60221e-306;;;0.0893649;1.60221e-306;1.60221e-306;;;30.9053;1.60221e-306;1.60221e-306
05/07/2023 17:21:05:114;345.997;1.7802e-306;1.7802e-306;;;0.0887136;1.7802e-306;1.7802e-306;;;30.7408;1.7802e-306;1.7802e-306
05/07/2023 17:21:05:118;345.997;1.29061e-306;1.29061e-306;;;0.0887136;1.29061e-306;1.29061e-306;;;30.7408;1.29061e-306;1.29061e-306
05/07/2023 17:21:06:263;345.996;1.7802e-306;1.7802e-306;;;0.0897964;1.7802e-306;1.7802e-306;;;31.0953;1.7802e-306;1.7802e-306
05/07/2023 17:21:06:266;345.996;1.50201e-307;1.50201e-307;;;0.0897964;1.50201e-307;1.50201e-307;;;31.0953;1.50201e-307;1.50201e-307
05/07/2023 17:21:07:130;345.998;1.50202e-307;1.50202e-307;;;0.0891818;1.50202e-307;1.50202e-307;;;30.8047;1.50202e-307;1.50202e-307
05/07/2023 17:21:07:132;345.998;2.67019e-307;2.67019e-307;;;0.0891818;2.67019e-307;2.67019e-307;;;30.8047;2.67019e-307;2.67019e-307
05/07/2023 17:21:08:115;345.996;3.22646e-307;3.22646e-307;;;0.0892572;3.22646e-307;3.22646e-307;;;30.8937;3.22646e-307;3.22646e-307
05/07/2023 17:21:08:118;345.996;3.56032e-307;3.56032e-307;;;0.0892572;3.56032e-307;3.56032e-307;;;30.8937;3.56032e-307;3.56032e-307
