Time,Voltage [U],Voltage [V],Voltage [W],,,Current [U],Current [V],Current [W],,,Power [U],Power [V],Power [W]
07/07/2023 14:19:50:421,346.099,4.02153e-221,4.02153e-221,,,-5.87718,4.02153e-221,4.02153e-221,,,-2033.78,4.02153e-221,4.02153e-221
07/07/2023 14:19:51:256,346.1,1.50598e-307,1.50598e-307,,,-5.87633,1.50598e-307,1.50598e-307,,,-2033.53,1.50598e-307,1.50598e-307
07/07/2023 14:19:52:276,346.102,1.50585e-307,1.50585e-307,,,-5.87715,1.50585e-307,1.50585e-307,,,-2033.8,1.50585e-307,1.50585e-307
07/07/2023 14:19:53:289,346.103,6.39574e-279,6.39574e-279,,,-5.87681,6.39574e-279,6.39574e-279,,,-2033.67,6.39574e-279,6.39574e-279
07/07/2023 14:19:54:293,346.106,2.29391e-278,2.29391e-278,,,-5.87786,2.29391e-278,2.29391e-278,,,-2034.06,2.29391e-278,2.29391e-278
07/07/2023 14:19:55:335,346.107,5.95503e-279,5.95503e-279,,,-5.87745,5.95503e-279,5.95503e-279,,,-2033.98,5.95503e-279,5.95503e-279
07/07/2023 14:19:56:332,346.108,5.29398e-279,5.29398e-279,,,-5.87847,5.29398e-279,5.29398e-279,,,-2034.31,5.29398e-279,5.29398e-279
07/07/2023 14:19:57:357,346.109,1.85316e-278,1.85316e-278,,,-5.87908,1.85316e-278,1.85316e-278,,,-2034.6,1.85316e-278,1.85316e-278
07/07/2023 14:19:58:349,346.111,1.10288e-278,1.10288e-278,,,-5.88009,1.10288e-278,1.10288e-278,,,-2034.93,1.10288e-278,1.10288e-278
07/07/2023 14:19:59:382,346.112,1.50326e-307,1.50326e-307,,,-5.87917,1.50326e-307,1.50326e-307,,,-2034.59,1.50326e-307,1.50326e-307
07/07/2023 14:20:00:385,346.114,1.50327e-307,1.50327e-307,,,-5.87955,1.50327e-307,1.50327e-307,,,-2034.71,1.50327e-307,1.50327e-307
07/07/2023 14:20:01:414,346.114,1.45371e-282,1.45371e-282,,,-5.87903,1.45371e-282,1.45371e-282,,,-2034.56,1.45371e-282,1.45371e-282
07/07/2023 14:20:02:415,346.116,3.44767e-282,3.44767e-282,,,-5.87893,3.44767e-282,3.44767e-282,,,-2034.53,3.44767e-282,3.44767e-282
07/07/2023 14:20:03:443,346.118,2.36944e-282,2.36944e-282,,,-5.8791,2.36944e-282,2.36944e-282,,,-2034.55,2.36944e-282,2.36944e-282
07/07/2023 14:20:04:453,346.119,9.6953e-283,9.6953e-283,,,-5.88021,9.6953e-283,9.6953e-283,,,-2035,9.6953e-283,9.6953e-283
07/07/2023 14:20:05:463,346.118,1.45371e-282,1.45371e-282,,,-19.5885,1.45371e-282,1.45371e-282,,,-6779.41,1.45371e-282,1.45371e-282
07/07/2023 14:20:06:466,346.122,9.15731e-283,9.15731e-283,,,-19.5914,9.15731e-283,9.15731e-283,,,-6780.54,9.15731e-283,9.15731e-283
07/07/2023 14:20:07:509,346.127,4.30845e-282,4.30845e-282,,,-19.5911,4.30845e-282,4.30845e-282,,,-6780.51,4.30845e-282,4.30845e-282
07/07/2023 14:20:08:516,346.129,2.58465e-282,2.58465e-282,,,-19.5907,2.58465e-282,2.58465e-282,,,-6780.62,2.58465e-282,2.58465e-282
07/07/2023 14:20:09:526,346.134,1.45371e-282,1.45371e-282,,,-19.6532,1.45371e-282,1.45371e-282,,,-6845.48,1.45371e-282,1.45371e-282
07/07/2023 14:20:10:530,346.138,9.69512e-283,9.69512e-283,,,-19.9881,9.69512e-283,9.69512e-283,,,-6918.14,9.69512e-283,9.69512e-283
07/07/2023 14:20:11:562,346.141,9.15714e-283,9.15714e-283,,,-19.9873,9.15714e-283,9.15714e-283,,,-6917.99,9.15714e-283,9.15714e-283
07/07/2023 14:20:12:565,346.145,1.5031e-307,1.5031e-307,,,-19.988,1.5031e-307,1.5031e-307,,,-6918.26,1.5031e-307,1.5031e-307
07/07/2023 14:20:13:615,346.151,1.50307e-307,1.50307e-307,,,-19.9881,1.50307e-307,1.50307e-307,,,-6918.44,1.50307e-307,1.50307e-307
07/07/2023 14:20:14:598,346.153,1.46323e-261,1.46323e-261,,,-19.9872,1.46323e-261,1.46323e-261,,,-6918.15,1.46323e-261,1.46323e-261
07/07/2023 14:20:15:627,346.158,1.98783e-262,1.98783e-262,,,-19.989,1.98783e-262,1.98783e-262,,,-6918.9,1.98783e-262,1.98783e-262
07/07/2023 14:20:16:624,346.162,1.50402e-307,1.50402e-307,,,-19.989,1.50402e-307,1.50402e-307,,,-6919.03,1.50402e-307,1.50402e-307
07/07/2023 14:20:17:657,346.165,1.8443e-261,1.8443e-261,,,-19.9881,1.8443e-261,1.8443e-261,,,-6918.76,1.8443e-261,1.8443e-261
07/07/2023 14:20:18:651,346.168,1.46323e-261,1.46323e-261,,,-19.9895,1.46323e-261,1.46323e-261,,,-6919.35,1.46323e-261,1.46323e-261
07/07/2023 14:20:19:680,346.17,4.76967e-262,4.76967e-262,,,-19.9875,4.76967e-262,4.76967e-262,,,-6918.73,4.76967e-262,4.76967e-262
07/07/2023 14:20:20:683,346.175,1.82909e-262,1.82909e-262,,,-19.9887,1.82909e-262,1.82909e-262,,,-6919.25,1.82909e-262,1.82909e-262
07/07/2023 14:20:21:721,346.178,3.65814e-262,3.65814e-262,,,-19.9882,3.65814e-262,3.65814e-262,,,-6919.09,3.65814e-262,3.65814e-262
07/07/2023 14:20:22:713,346.181,7.63382e-262,7.63382e-262,,,-19.9877,7.63382e-262,7.63382e-262,,,-6919.01,7.63382e-262,7.63382e-262
07/07/2023 14:20:23:755,346.185,1.50408e-307,1.50408e-307,,,-19.9886,1.50408e-307,1.50408e-307,,,-6919.39,1.50408e-307,1.50408e-307
07/07/2023 14:20:24:767,346.189,8.14921e-261,8.14921e-261,,,-19.9884,8.14921e-261,8.14921e-261,,,-6919.37,8.14921e-261,8.14921e-261
07/07/2023 14:20:25:782,346.192,1.50408e-307,1.50408e-307,,,-19.9918,1.50408e-307,1.50408e-307,,,-6920.66,1.50408e-307,1.50408e-307
07/07/2023 14:20:26:782,346.196,1.50403e-307,1.50403e-307,,,-19.9899,1.50403e-307,1.50403e-307,,,-6920,1.50403e-307,1.50403e-307
07/07/2023 14:20:27:816,346.199,8.34431e-308,8.34431e-308,,,-19.9902,8.34431e-308,8.34431e-308,,,-6920.31,8.34431e-308,8.34431e-308
07/07/2023 14:20:28:822,346.203,8.34487e-308,8.34487e-308,,,-19.9883,8.34487e-308,8.34487e-308,,,-6919.63,8.34487e-308,8.34487e-308
07/07/2023 14:20:29:841,346.205,8.34431e-308,8.34431e-308,,,-19.9885,8.34431e-308,8.34431e-308,,,-6919.91,8.34431e-308,8.34431e-308
07/07/2023 14:20:30:845,346.209,8.34551e-308,8.34551e-308,,,-19.9887,8.34551e-308,8.34551e-308,,,-6919.98,8.34551e-308,8.34551e-308
07/07/2023 14:20:31:880,346.213,8.01067e-307,8.01067e-307,,,-19.9888,8.01067e-307,8.01067e-307,,,-6920.08,8.01067e-307,8.01067e-307
07/07/2023 14:20:32:892,346.217,1.78021e-306,1.78021e-306,,,-19.9907,1.78021e-306,1.78021e-306,,,-6920.84,1.78021e-306,1.78021e-306
07/07/2023 14:20:33:898,346.22,4.52075e-302,4.52075e-302,,,-19.99,4.52075e-302,4.52075e-302,,,-6920.61,4.52075e-302,4.52075e-302
07/07/2023 14:20:34:903,346.225,4.52076e-302,4.52076e-302,,,-19.9914,4.52076e-302,4.52076e-302,,,-6921.2,4.52076e-302,4.52076e-302
07/07/2023 14:20:35:946,346.228,4.52075e-302,4.52075e-302,,,-19.9907,4.52075e-302,4.52075e-302,,,-6921.13,4.52075e-302,4.52075e-302
07/07/2023 14:20:36:951,346.232,1.29071e-306,1.29071e-306,,,-19.9909,1.29071e-306,1.29071e-306,,,-6921.17,1.29071e-306,1.29071e-306
07/07/2023 14:20:37:979,346.235,6.19806e-303,6.19806e-303,,,-19.9907,6.19806e-303,6.19806e-303,,,-6921.23,6.19806e-303,6.19806e-303
07/07/2023 14:20:38:986,346.239,2.38967e-297,2.38967e-297,,,-19.9906,2.38967e-297,2.38967e-297,,,-6921.32,2.38967e-297,2.38967e-297
07/07/2023 14:20:39:994,346.243,4.3613e-289,4.3613e-289,,,-19.9922,4.3613e-289,4.3613e-289,,,-6921.91,4.3613e-289,4.3613e-289
07/07/2023 14:20:40:992,346.248,8.34844e-308,8.34844e-308,,,-19.9914,8.34844e-308,8.34844e-308,,,-6921.7,8.34844e-308,8.34844e-308
07/07/2023 14:20:42:036,346.251,8.34844e-308,8.34844e-308,,,-19.9889,8.34844e-308,8.34844e-308,,,-6920.97,8.34844e-308,8.34844e-308
07/07/2023 14:20:43:039,346.253,1.74452e-288,1.74452e-288,,,-19.9901,1.74452e-288,1.74452e-288,,,-6921.38,1.74452e-288,1.74452e-288
07/07/2023 14:20:44:069,346.258,2.36179e-288,2.36179e-288,,,-19.9904,2.36179e-288,2.36179e-288,,,-6921.63,2.36179e-288,2.36179e-288
07/07/2023 14:20:45:079,346.262,3.49274e-288,3.49274e-288,,,-19.9906,3.49274e-288,3.49274e-288,,,-6921.74,3.49274e-288,3.49274e-288
07/07/2023 14:20:46:099,346.265,2.97773e-288,2.97773e-288,,,-19.989,2.97773e-288,2.97773e-288,,,-6921.65,2.97773e-288,2.97773e-288
07/07/2023 14:20:47:098,346.268,2.87485e-288,2.87485e-288,,,-19.9899,2.87485e-288,2.87485e-288,,,-6921.85,2.87485e-288,2.87485e-288
07/07/2023 14:20:48:130,346.272,2.97773e-288,2.97773e-288,,,-19.9906,2.97773e-288,2.97773e-288,,,-6921.95,2.97773e-288,2.97773e-288
07/07/2023 14:20:49:142,346.276,4.45541e-308,4.45541e-308,,,-19.99,4.45541e-308,4.45541e-308,,,-6922.06,4.45541e-308,4.45541e-308
07/07/2023 14:20:50:151,346.281,6.5675e-286,6.5675e-286,,,-19.99,6.5675e-286,6.5675e-286,,,-6922.08,6.5675e-286,6.5675e-286
07/07/2023 14:20:51:147,346.283,1.74613e-288,1.74613e-288,,,-19.9899,1.74613e-288,1.74613e-288,,,-6922.15,1.74613e-288,1.74613e-288
07/07/2023 14:20:52:194,346.288,1.24611e-306,1.24611e-306,,,-19.9896,1.24611e-306,1.24611e-306,,,-6921.97,1.24611e-306,1.24611e-306
07/07/2023 14:20:53:196,346.292,2.31421e-306,2.31421e-306,,,-19.9891,2.31421e-306,2.31421e-306,,,-6921.88,2.31421e-306,2.31421e-306
07/07/2023 14:20:54:220,346.295,1.6022e-306,1.6022e-306,,,-19.989,1.6022e-306,1.6022e-306,,,-6921.94,1.6022e-306,1.6022e-306
07/07/2023 14:20:55:207,346.298,1.02361e-306,1.02361e-306,,,-19.9904,1.02361e-306,1.02361e-306,,,-6922.5,1.02361e-306,1.02361e-306
07/07/2023 14:20:56:266,346.302,1.69119e-306,1.69119e-306,,,-19.9905,1.69119e-306,1.69119e-306,,,-6922.64,1.69119e-306,1.69119e-306
07/07/2023 14:20:57:259,346.305,7.566e-307,7.566e-307,,,-19.9892,7.566e-307,7.566e-307,,,-6922.2,7.566e-307,7.566e-307
