V1;V2;V3;Vavg;I1;I2;I3;Iavg;PF1;PF2;PF3;PF_avg;PF_total;P1;P1_cal;P2;P2_cal;P3;P3_cal;P_total_sum_meas;P_total_sum_cal;P_total;P_cal;error;avg error;;
230,2827911;228,3844604;228,7688751;229,1453705;0,361555874;0,405594349;0,364821643;0,377062321;0,282669395;0,286873102;0,200666398;0,256736298;0,257782102;23,47276497;23,53508095;26,71504784;26,57347043;16,67777634;16,74758481;66,86558914;66,85613619;66,86558533;66,8187333;0,00070069;;;
230,3101501;228,4235992;228,8010101;229,2325897;0,340149432;0,383363962;0,338383794;0,369070441;0,290090263;0,293888122;0,203651696;0,26254336;0,263550103;23,306427;22,72563257;26,65482712;25,73559946;16,75472641;15,76723443;66,71598053;64,22846646;66,71598053;66,89136657;0,002628846;;;
230,4112701;228,5360565;228,9362793;229,2945404;0,351082534;0,394651473;0,350736409;0,353965729;0,297451288;0,304297;0,216353402;0,272700563;0,27411142;23,47781944;24,0618378;26,75904655;27,4451828;16,57940292;17,37237517;66,81626892;68,87939577;66,81626892;66,74262974;0,001102115;;;
230,4219818;228,5479431;228,9541473;229,3080292;0,356161684;0,400545001;0,361041754;0,365490109;0,290231675;0,29668951;0,206477821;0,264466335;0,260694951;23,36214828;23,81858247;26,75767899;27,16006624;16,68930817;17,06787109;66,80913544;68,0465198;66,66832733;65,54638798;0,016828671;;;
230,4268341;228,5369568;228,9641266;229,3093109;0,360272288;0,404558033;0,362417519;0,372582823;0,282870919;0,287702799;0,199870989;0,256814902;0,257950962;23,70835495;23,48292612;26,6143589;26,59998279;16,36730766;16,58541671;66,69002151;66,66832561;66,69002533;66,11544482;0,008615689;;;
230,4390869;228,537262;228,9641113;229,3134766;0,36074698;0,403850734;0,360986948;0,373734623;0,287847549;0,288793743;0,198273197;0,258304829;0,259423077;23,57859612;23,92882562;26,63875961;26,65420145;16,65159416;16,38788559;66,86894989;66,97091267;66,86894989;66,69952988;0,002533612;;;
230,4060669;228,5077515;228,9376221;229,2838135;0,358083308;0,406989008;0,360701621;0,375194877;0,283654094;0,288634121;0,201469019;0,257919078;0,259113848;23,64718628;23,40275806;26,65250015;26,8430146;16,4784565;16,63694317;66,77814293;66,88271583;66,77814484;66,871671;0,001400551;;;
230,4295502;228,513504;228,9430237;229,2953644;0,360024869;0,405880094;0,362855375;0,375257969;0,286013424;0,288683951;0,197532997;0,257410124;0,258566946;23,72777748;23,72777915;26,77517128;26,77517155;16,40969849;16,40969945;66,91264725;66,91265014;66,9199295;66,74511085;0,002612356;;;
230,4432373;228,5414886;228,9777374;229,320816;0,358619541;0,406451851;0,361948997;0,376253456;0,287705839;0,2880373;0,197728515;0,257823884;0,258967191;24,054142;23,7764271;26,36844254;26,75610485;16,44286156;16,38739571;66,86544609;66,91992766;66,865448;67,03320384;0,002508857;;;
230,4085083;228,5194397;228,956192;229,2947235;0,355609417;0,404981494;0,360891163;0,37410447;0,292115957;0,285060257;0,199411243;0,258862485;0,259870589;23,77260399;23,93464806;26,47776794;26,38122759;16,71681213;16,47700534;66,96718407;66,79288099;66,96718597;66,87523844;0,001373024;;;
230,4012451;228,5398254;228,9459229;229,2956543;0,360777408;0,407176197;0,359376848;0,373827368;0,290142179;0,286059707;0,202303395;0,25950176;0,260443985;23,62789345;24,11765194;26,93409729;26,61956552;16,44043922;16,64509121;67,00242996;67,38230867;67,00242615;66,97342423;0,000432849;;;
230,394989;228,5424042;228,9608459;229,2993927;0,359629929;0,406410724;0,362052113;0,375776857;0,28425023;0,289439738;0,199816078;0,257835348;0,258356452;23,87938309;23,55210239;26,19164085;26,88376602;16,74894333;16,56390525;66,81996727;66,99977365;66,95368958;66,78416506;0,002531967;;;
230,4120331;228,5513458;228,9749298;229,3127594;0,364356995;0,407480359;0,363754183;0,376030922;0,283497095;0,284579396;0,199909016;0,255995169;0,257145256;23,80739594;23,80021501;26,46505737;26,50293167;16,65425873;16,65053964;66,92671204;66,95368631;66,92671204;66,51989435;0,006078555;;;
230,3739319;228,5357666;228,9389343;229,2828827;0,35553351;0,402359366;0,359937102;0,378530502;0,290668517;0,287809104;0,20210591;0,26019451;0,261164367;23,81312752;23,80739464;26,20748329;26,46505622;16,76159477;16,65425786;66,78220558;66,92670872;66,78220367;67,99980877;0,018232479;;;
230,4212341;228,5756073;228,9646301;229,30336;0,359740615;0,406866819;0,360143423;0,37386319;0,287397742;0,285101593;0,203440592;0,258646642;0,259679437;23,59657288;23,82293814;26,5974865;26,51439969;16,76878357;16,77573269;66,96284294;67,11307052;66,96284485;66,78546304;0,002648959;;;
230,383316;228,5873108;228,9362946;229,3023071;0,359300345;0,403227091;0,362219095;0,375583619;0,284719884;0,28599292;0,203365326;0,258026044;0,259210944;23,8543396;23,56820234;26,30007553;26,36071001;16,60615349;16,86408948;66,76056862;66,79300183;66,76056671;66,97144281;0,003158692;;;
230,4067078;228,6153259;228,9627991;229,3282928;0,363470078;0,408730716;0,367865503;0,37491551;0,282956004;0,280658036;0,199483961;0,254366;0,255240083;23,95610428;23,69641766;26,12119675;26,22527792;16,75572014;16,80203835;66,83302116;66,72373393;66,83302307;65,83565751;0,014923245;;;
230,408493;228,6376953;228,9753571;229,3405151;0,361182779;0,40975222;0,367647022;0,380022138;0,287866205;0,278819978;0,199041352;0,255242512;0,255980402;23,48739815;23,95610463;26,3294754;26,12119479;17,03283882;16,75572059;66,84971237;66,83302001;66,84970856;66,92951114;0,001193761;;;
230,4565735;228,6908569;228,9900055;229,3384247;0,361293316;0,404950649;0,364322901;0,377647996;0,282579094;0,28314662;0,203417614;0,256381109;0,257272452;23,6473484;23,52821911;26,26976967;26,22178681;16,78252029;16,97037952;66,69963837;66,72038544;66,69963837;66,84648106;0,002201552;;;
230,3918915;228,6381531;228,9546356;229,3282318;0,360135376;0,406820774;0,365802556;0,376855612;0,284065634;0,283719629;0,201194525;0,256326596;0,257278174;23,55542946;23,56957064;26,30122185;26,39011048;16,80596924;16,85048226;66,66262054;66,81016339;66,66262054;66,70474204;0,000631861;;;
230,4042053;228,644577;228,9446564;229,331131;0,35931316;0,406294912;0,363368064;0,377586246;0,283789545;0,285034239;0,203031853;0,257285212;0,258284271;23,4941597;23,49415976;26,47886086;26,4788623;16,89045906;16,89045872;66,86347961;66,86348079;66,76027679;67,09627225;0,005032865;;;
230,4151459;228,6634064;228,9523468;229,3436279;0,352549881;0,400183171;0,35878095;0,376325369;0,290116131;0,289163262;0,203701302;0,260993565;0,261924356;23,36258698;23,56695501;26,57881927;26,46053403;16,83021927;16,73278694;66,77162552;66,76027597;66,7716217;67,8183648;0,015676467;;;
230,4786987;228,6993866;228,9936371;229,3905792;0,344689399;0,390845627;0,350324988;0,361384064;0,295716226;0,297347397;0,20967488;0,267579501;0,268527925;23,39648056;23,49275098;26,45007515;26,5787405;16,86806297;16,82057874;66,71461868;66,89207021;66,7146225;66,78136414;0,001000405;;;
230,4578705;228,6962433;228,9823761;229,37883;0,349851012;0,399679542;0,354618788;0,361953348;0,294539422;0,29591766;0,21028094;0,266912674;0,267893463;23,54282951;23,74751164;26,30010796;27,04841576;16,93424225;17,07511778;66,77717972;67,87104519;66,7771759;66,72511067;0,000779686;;;
230,4514771;228,7203827;228,9832916;229,3850555;0,354818344;0,40226084;0,357760638;0,368049771;0,286409885;0,285696089;0,20807749;0,260061155;0,261056364;23,41928101;23,41928131;26,28554153;26,28554105;17,04595947;17,04595947;66,75078201;66,75078182;66,79193115;66,11914217;0,010072908;;;
230,4090118;228,675705;228,9548492;229,3465118;0,363264382;0,412237525;0,369925916;0,371613264;0,281416506;0,278597742;0,200415984;0,253476744;0,25428617;23,51367188;23,55438908;26,5356884;26,26304884;16,82241058;16,97449878;66,87177086;66,7919367;66,87177277;65,01706214;0,027735329;;;
230,4015808;228,6501923;228,916626;229,3227997;0,372982383;0,42207858;0,386178851;0,416966677;0,257380575;0,260456473;0,179759577;0,232532208;0,233147368;23,40769768;22,11818775;26,65649986;25,136224;16,88539696;15,89124267;66,9495945;63,14565442;66,94959259;66,88062993;0,001030068;;;
230,4463196;228,6730957;228,939743;229,3530426;0,360618681;0,411085874;0,366991967;0,393746614;0,272324413;0,276171803;0,190981045;0,246492421;0,247146219;23,51311302;22,63104317;26,55959511;25,96133137;16,68766212;16,04604535;66,76037025;64,63841989;66,76036835;66,95708897;0,002946668;;;
230,4663086;228,6651154;228,9354401;229,3556061;0,357996583;0,406244785;0,366470814;0,379565507;0,28293854;0,28253603;0,198617622;0,254697397;0,257683754;23,57936096;23,34416989;26,5575695;26,24590493;16,68003273;16,66365246;66,8169632;66,25372728;66,82893372;67,29834631;0,007024092;;;
230,4827271;228,691391;228,9388123;229,3709717;0,356190413;0,402367055;0,36044395;0,376904041;0,285696149;0,290264457;0,201951742;0,259304116;0,260406375;23,20759773;23,45443613;26,88209534;26,70952048;16,68731499;16,66497895;66,77700806;66,82893555;66,77700806;67,53705426;0,011381855;;;
230,4844208;228,7084045;228,915863;229,3695526;0,34158814;0,389849037;0,347268373;0,373000473;0,290007204;0,300410897;0,209044546;0,266487549;0,267820179;23,3040638;22,83248306;26,91783524;26,78516163;16,59198189;16,61804619;66,81388092;66,23569088;66,81388092;68,74002745;0,028828538;;;
230,536026;228,7583008;228,9494019;229,4185638;0,339802027;0,384354651;0,341411054;0,359568506;0,295930713;0,301833063;0,208686084;0,26881662;0,270024389;23,21360016;23,18220855;26,92939758;26,5384659;16,67764664;16,31212649;66,82064438;66,03280094;66,82064819;66,82430487;5,47237E-05;;;
230,4988556;228,7044067;228,8927612;229,3653412;0,350169212;0,39720425;0,352880985;0,355189234;0,29630971;0,306282103;0,213364959;0,27198559;0,265214711;23,29347992;23,91622413;27,00573349;27,82338979;16,62184906;17,23389374;66,92106247;68,97350766;66,92106628;64,81961577;0,031401928;;;
230,490448;228,686203;228,8890533;229,3552246;0,355273008;0,400725365;0,35934937;0,366751462;0,285332352;0,292574823;0,201632991;0,259846722;0,261011839;23,35012436;23,36502025;27,04725838;26,81166271;16,54595375;16,58454283;66,94333649;66,76122578;66,94333649;65,86610055;0,016091758;;;
230,5336151;228,7134552;228,9181824;229,3884277;0,353615314;0,402621746;0,358459264;0,371782571;0,285959333;0,293430597;0,200517461;0,25996913;0,261142761;23,19483948;23,31146679;26,89645004;27,02055962;16,6973877;16,45403035;66,78867722;66,78605676;66,78868103;66,81281599;0,000361363;;;
