Datetime;Iset;Igrid;Vgrid;Icharger;Vcharger
30/06/2023 11:09;0;0.3;227.9;0.1;347.7
30/06/2023 11:09;0;0.3;227.7;0.1;347.7
30/06/2023 11:09;0;0.3;227.5;0.1;347.7
30/06/2023 11:09;0;0.3;227.5;0.1;347.7
30/06/2023 11:09;0;0.3;227.4;0.1;347.7
30/06/2023 11:09;0;0.3;227.5;0.1;347.7
30/06/2023 11:09;0;0.3;227.7;0.1;347.7
30/06/2023 11:09;0;0.3;227.5;0.1;347.7
30/06/2023 11:09;0;0.3;227.5;0.1;347.7
30/06/2023 11:09;0;0.3;227.3;0.1;347.7
30/06/2023 11:09;0;0.3;227.4;0.1;347.7
30/06/2023 11:09;0;0.3;227.3;0.1;347.7
30/06/2023 11:09;0;0.3;227.2;0.1;347.7
30/06/2023 11:09;0;0.3;227.1;0.1;347.7
30/06/2023 11:09;0;0.3;227.2;0.1;347.7
30/06/2023 11:09;0;0.3;227.1;0.1;347.7
30/06/2023 11:09;0;0.3;227.1;0.1;347.7
30/06/2023 11:10;0;0.3;227.1;0.1;347.7
30/06/2023 11:10;0;0.3;227.2;0.1;347.7
30/06/2023 11:10;0;0.3;227.1;0.1;347.7
30/06/2023 11:10;0;0.3;227.4;0.1;347.7
30/06/2023 11:10;0;0.3;227.4;0.1;347.7
30/06/2023 11:10;0;0.3;227.3;0.1;347.7
30/06/2023 11:10;0;0.0;0.0;0.0;0.0
30/06/2023 11:10;0;0.3;227.2;0.1;347.7
30/06/2023 11:10;0;0.3;227.3;0.1;347.7
30/06/2023 11:10;0;0.3;227.5;0.1;347.7
30/06/2023 11:10;0;0.3;227.4;0.1;347.7
30/06/2023 11:10;0;0.3;227.4;0.1;347.7
30/06/2023 11:10;0;0.3;227.4;0.1;347.7
30/06/2023 11:10;0;0.3;227.4;0.1;347.7
30/06/2023 11:10;0;0.3;227.3;0.1;347.7
30/06/2023 11:10;0;0.3;227.3;0.1;347.7
30/06/2023 11:10;0;0.3;227.4;0.1;347.7
30/06/2023 11:10;0;0.3;227.4;0.1;347.7
