Datetime,Building Load (kWh),PV (kWh),Price (Euros/kWh),EV2,EV1,EV0
2022-12-12 06:00:00,3.0,0.005,0.2856,0,0,0
2022-12-12 06:05:00,2.3318000000000003,0.0052,0.2856,0,0,0
2022-12-12 06:10:00,2.3214,0.0056,0.2856,0,0,0
2022-12-12 06:15:00,2.2942,0.0062,0.2856,0,0,0
2022-12-12 06:20:00,2.3128,0.0064,0.2856,0,0,0
2022-12-12 06:25:00,2.8342,0.006,0.2856,0,0,0
2022-12-12 06:30:00,3.4526,0.0043999999999999,0.2856,0,0,0
2022-12-12 06:35:00,3.4334000000000007,0.0046,0.2856,0,0,0
2022-12-12 06:40:00,3.4686000000000003,0.0046,0.2856,0,0,0
2022-12-12 06:45:00,4.4454,0.006,0.2856,0,0,0
2022-12-12 06:50:00,10.2942,0.0062,0.2856,0,0,0
2022-12-12 06:55:00,8.7966,0.0056,0.2856,0,0,0
2022-12-12 07:00:00,6.853199999999999,0.0052,0.35276,0,0,0
2022-12-12 07:05:00,14.6278,0.005,0.35276,0,0,0
2022-12-12 07:10:00,14.9634,0.0043999999999999,0.35276,0,0,0
2022-12-12 07:15:00,12.3416,0.0048,0.35276,0,0,0
2022-12-12 07:20:00,11.750400000000004,0.0046,0.35276,0,0,0
2022-12-12 07:25:00,12.2026,0.0048,0.35276,0,0,0
2022-12-12 07:30:00,12.2724,0.0054,0.35276,20,0,0
2022-12-12 07:35:00,12.7,0.0062,0.35276,20,0,0
2022-12-12 07:40:00,12.3914,0.0058,0.35276,20,0,0
2022-12-12 07:45:00,13.9222,0.0064,0.35276,20,20,0
2022-12-12 07:50:00,13.472,0.0064,0.35276,20,20,0
2022-12-12 07:55:00,12.966,0.0068,0.35276,20,20,0
2022-12-12 08:00:00,13.5846,0.006,0.505,20,20,0
2022-12-12 08:05:00,15.061399999999995,0.0062,0.505,20,20,0
2022-12-12 08:10:00,13.364399999999996,0.006,0.505,20,20,0
2022-12-12 08:15:00,13.750799999999998,0.006,0.505,20,20,0
2022-12-12 08:20:00,13.095799999999995,0.006,0.505,20,20,0
2022-12-12 08:25:00,13.443199999999996,0.0058,0.505,20,20,0
2022-12-12 08:30:00,13.0378,0.0062,0.505,20,20,0
2022-12-12 08:35:00,13.06,0.007,0.505,20,20,0
2022-12-12 08:40:00,13.046199999999995,0.0102,0.505,20,20,0
2022-12-12 08:45:00,13.8056,-0.0202,0.505,20,20,0
2022-12-12 08:50:00,13.643800000000006,-0.0606,0.505,20,20,0
2022-12-12 08:55:00,13.129400000000002,-0.1082,0.505,20,20,0
2022-12-12 09:00:00,13.891999999999996,-0.1768,0.56062,20,20,0
2022-12-12 09:05:00,13.9158,-0.2367999999999999,0.56062,20,20,0
2022-12-12 09:10:00,14.521000000000004,-0.2908,0.56062,20,20,0
2022-12-12 09:15:00,14.450399999999998,-0.3767999999999999,0.56062,20,20,0
2022-12-12 09:20:00,18.831399999999995,-0.5102,0.56062,20,20,0
2022-12-12 09:25:00,19.1416,-0.6914,0.56062,20,20,0
2022-12-12 09:30:00,13.2908,-0.9462,0.56062,20,20,0
2022-12-12 09:35:00,13.171800000000005,-1.2806,0.56062,20,20,0
2022-12-12 09:40:00,13.382000000000003,-1.5946,0.56062,20,20,0
2022-12-12 09:45:00,14.985,-1.8432,0.56062,20,20,0
2022-12-12 09:50:00,16.682000000000002,-2.0696000000000003,0.56062,20,20,0
2022-12-12 09:55:00,15.531199999999998,-2.2748,0.56062,20,20,0
2022-12-12 10:00:00,14.3192,-2.5502,0.51399,20,20,0
2022-12-12 10:05:00,13.918999999999992,-2.8418,0.51399,20,20,0
2022-12-12 10:10:00,13.385200000000005,-3.2784,0.51399,20,20,0
2022-12-12 10:15:00,15.076999999999996,-3.705,0.51399,20,20,0
2022-12-12 10:20:00,15.692600000000002,-4.086399999999999,0.51399,20,20,0
2022-12-12 10:25:00,14.468599999999997,-4.413,0.51399,20,20,0
2022-12-12 10:30:00,13.4644,-4.7752,0.51399,20,20,0
2022-12-12 10:35:00,16.814799999999998,-5.1938,0.51399,20,20,0
2022-12-12 10:40:00,16.1514,-5.4972,0.51399,20,20,0
2022-12-12 10:45:00,14.4426,-5.8826,0.51399,20,20,0
2022-12-12 10:50:00,15.197400000000002,-6.1584,0.51399,20,20,0
2022-12-12 10:55:00,14.2956,-6.4652,0.51399,20,20,0
2022-12-12 11:00:00,14.5014,-6.7056,0.50367,20,0,20
2022-12-12 11:05:00,14.3328,-6.9298,0.50367,20,0,20
2022-12-12 11:10:00,13.8142,-7.1488,0.50367,20,0,20
2022-12-12 11:15:00,15.5064,-7.215000000000001,0.50367,20,0,20
2022-12-12 11:20:00,16.232600000000005,-7.3176,0.50367,20,0,20
2022-12-12 11:25:00,13.615999999999998,-7.3768,0.50367,20,0,20
2022-12-12 11:30:00,13.560800000000004,-7.4098,0.50367,20,0,20
2022-12-12 11:35:00,13.3586,-7.492199999999999,0.50367,20,0,20
2022-12-12 11:40:00,15.318000000000003,-7.7258,0.50367,20,0,20
2022-12-12 11:45:00,16.617799999999995,-7.8498,0.50367,20,0,20
2022-12-12 11:50:00,13.462400000000002,-7.894,0.50367,20,0,20
2022-12-12 11:55:00,13.8334,-7.9096,0.50367,20,0,20
2022-12-12 12:00:00,13.814400000000004,-7.9312,0.46772,20,0,20
2022-12-12 12:05:00,14.33,-7.9632,0.46772,20,0,20
2022-12-12 12:10:00,13.8116,-8.0352,0.46772,20,0,20
2022-12-12 12:15:00,13.969200000000004,-8.044,0.46772,20,0,20
2022-12-12 12:20:00,14.112000000000002,-8.0236,0.46772,20,0,20
2022-12-12 12:25:00,13.541000000000004,-8.062000000000001,0.46772,20,0,20
2022-12-12 12:30:00,13.421600000000003,-8.016200000000001,0.46772,20,0,20
2022-12-12 12:35:00,13.659199999999998,-8.037,0.46772,20,0,20
2022-12-12 12:40:00,13.821599999999997,-7.981999999999999,0.46772,20,0,20
2022-12-12 12:45:00,13.002399999999996,-7.9902,0.46772,20,0,20
2022-12-12 12:50:00,12.729,-7.8852,0.46772,20,0,20
2022-12-12 12:55:00,12.855999999999998,-7.7876,0.46772,20,0,20
2022-12-12 13:00:00,12.836399999999998,-7.667,0.46052,20,0,20
2022-12-12 13:05:00,13.7466,-7.5474,0.46052,20,0,20
2022-12-12 13:10:00,16.830000000000005,-7.4706,0.46052,20,0,20
2022-12-12 13:15:00,14.309399999999998,-7.388,0.46052,20,0,20
2022-12-12 13:20:00,12.887999999999998,-7.292399999999999,0.46052,20,0,20
2022-12-12 13:25:00,13.002599999999996,-7.248,0.46052,0,0,0
2022-12-12 13:30:00,13.9542,-7.183400000000001,0.46052,0,0,0
2022-12-12 13:35:00,13.316799999999995,-7.0574,0.46052,0,0,0
2022-12-12 13:40:00,12.930999999999996,-6.984999999999999,0.46052,0,0,0
2022-12-12 13:45:00,13.027799999999996,-6.7952,0.46052,0,0,0
2022-12-12 13:50:00,13.777399999999997,-6.6736,0.46052,0,0,0
2022-12-12 13:55:00,14.297999999999998,-6.5184,0.46052,0,0,0
2022-12-12 14:00:00,14.387200000000004,-6.3414,0.44,0,0,0
2022-12-12 14:05:00,15.712799999999996,-6.1392,0.44,0,0,0
