Datetime,Building Load (kWh),PV (kWh),Price (Euros/kWh),EV2,EV1,EV0
2022-12-12 14:10:00,13.4912,-6.0532,0.44,0,0,0
2022-12-12 14:15:00,12.9654,-5.8104,0.44,0,0,0
2022-12-12 14:20:00,13.1088,-5.665,0.44,0,0,0
2022-12-12 14:25:00,13.858999999999998,-5.509,0.44,0,0,0
2022-12-12 14:30:00,16.714400000000005,-5.3298000000000005,0.44,0,0,0
2022-12-12 14:35:00,15.7032,-5.099,0.44,0,0,0
2022-12-12 14:40:00,13.4364,-4.8178,0.44,0,0,0
2022-12-12 14:45:00,12.590199999999998,-4.4896,0.44,0,0,0
2022-12-12 14:50:00,12.4842,-4.191999999999999,0.44,0,0,0
2022-12-12 14:55:00,13.303999999999998,-3.915,0.44,0,0,0
2022-12-12 15:00:00,13.854,-3.5888,0.49388,0,0,0
2022-12-12 15:05:00,13.332599999999996,-3.276,0.49388,0,0,0
2022-12-12 15:10:00,12.8082,-2.9694,0.49388,0,0,0
2022-12-12 15:15:00,14.124,-2.6796,0.49388,0,0,0
2022-12-12 15:20:00,14.043400000000002,-2.3234000000000004,0.49388,0,0,0
2022-12-12 15:25:00,13.229599999999998,-1.9482,0.49388,0,0,0
2022-12-12 15:30:00,13.112600000000002,-1.6486,0.49388,0,0,0
2022-12-12 15:35:00,12.583999999999998,-1.4466,0.49388,0,0,0
2022-12-12 15:40:00,12.702199999999998,-1.262,0.49388,0,0,0
2022-12-12 15:45:00,12.7456,-1.043,0.49388,0,0,0
2022-12-12 15:50:00,14.4928,-0.7938,0.49388,0,0,0
2022-12-12 15:55:00,15.0336,-0.5546,0.49388,0,0,0
2022-12-12 16:00:00,13.283,-0.3938,0.53573,0,0,0
2022-12-12 16:05:00,12.5582,-0.259,0.53573,0,0,0
2022-12-12 16:10:00,12.605999999999998,-0.1436,0.53573,0,0,0
2022-12-12 16:15:00,12.5412,-0.0852,0.53573,0,0,0
2022-12-12 16:20:00,12.4074,-0.0358,0.53573,0,0,0
2022-12-12 16:25:00,12.3728,0.0192,0.53573,0,0,0
2022-12-12 16:30:00,11.7442,0.043,0.53573,0,0,0
2022-12-12 16:35:00,10.834999999999996,0.0098,0.53573,0,0,0
2022-12-12 16:40:00,10.0294,0.0068,0.53573,0,0,0
2022-12-12 16:45:00,5.143800000000001,0.006,0.53573,0,0,0
2022-12-12 16:50:00,4.8682,0.0008,0.53573,0,0,0
2022-12-12 16:55:00,3.9624000000000006,0.0006,0.53573,0,0,0
2022-12-12 17:00:00,4.361800000000001,0.0016,0.55854,0,0,0
2022-12-12 17:05:00,3.8634,0.005,0.55854,0,0,0
2022-12-12 17:10:00,3.754,0.0052,0.55854,0,0,0
2022-12-12 17:15:00,3.6942,0.005,0.55854,0,0,0
2022-12-12 17:20:00,3.7146,0.0046,0.55854,0,0,0
2022-12-12 17:25:00,3.6692,0.0054,0.55854,0,0,0
2022-12-12 17:30:00,3.693400000000001,0.0052,0.55854,0,0,0
2022-12-12 17:35:00,6.1632,0.005,0.55854,0,0,0
2022-12-12 17:40:00,5.526400000000001,0.0056,0.55854,0,0,0
2022-12-12 17:45:00,3.7486,0.0052,0.55854,0,0,0
2022-12-12 17:50:00,3.7162,0.0062,0.55854,0,0,0
2022-12-12 17:55:00,3.701000000000001,0.0062,0.55854,0,0,0
2022-12-12 18:00:00,4.1472,0.006,0.59316,0,0,0
