Datetime,Building Load (kWh),PV (kWh),Price (Euros/kWh),EV2 (A),EV2 (kW),EV0 (A),EV0 (kW),EV3 (A),EV3 (kW),EV1 (A),EV1 (kW)
2022-03-21 08:10:00,13.914,-3.871,0.288,6.0,1.8923999844598736,20,6.3080000600036,20,6.30800005946512,0.0,0.0
2022-03-21 08:15:00,14.011599999999998,-4.1996,0.288,6.0,1.892399985162076,20,6.308000060060763,20,6.308000059785583,0.0,0.0
2022-03-21 08:20:00,14.4208,-4.457800000000001,0.288,6.0,1.8924072830284773,20,6.308000063063499,20,6.30800006306484,0.0,0.0
2022-03-21 08:25:00,14.2604,-4.776999999999999,0.288,6.0,1.892399986873417,20,6.308000060551962,20,6.308000060577509,0.0,0.0
2022-03-21 08:30:00,14.9564,-5.0566,0.288,6.0,1.8923999845013355,20,6.308000059971905,20,6.308000059716483,6.0,1.8923999813608288
2022-03-21 08:35:00,16.532000000000004,-5.3476,0.288,6.0,1.8923999858752152,20,6.308000047419208,20,6.3080000484034215,6.0,1.8923999818026749
2022-03-21 08:40:00,13.9586,-5.6544,0.288,6.7,2.1145861908852392,20,6.308000059731353,20,6.308000060522765,6.0,1.892399981932337
2022-03-21 08:45:00,13.900799999999991,-5.9646,0.288,7.67,2.420026163326884,20,6.308000063067711,20,6.308000063068539,6.0,1.892399981932337
2022-03-21 08:50:00,14.683800000000003,-6.2924,0.288,6.47,2.0422099878690827,20,6.308000056684429,20,6.308000056841477,6.0,1.8923999813866617
2022-03-21 08:55:00,14.547600000000006,-6.5840000000000005,0.288,7.6,2.3972839700831665,20,6.308000056780225,20,6.3080000567692895,6.0,1.8923999813866617
2022-03-21 09:00:00,14.439599999999997,-6.885,0.26842,19.95,6.292570405683863,20,6.308000061699928,20,6.308000060229963,6.0,1.8923999819323367
2022-03-21 09:05:00,14.579000000000002,-7.1312,0.26842,20.0,6.307999899451476,20,6.308000054667154,20,6.308000061120931,6.0,1.892399981936842
2022-03-21 09:10:00,14.108399999999998,-7.4068,0.26842,20.0,6.308000045781729,20,6.308000061169971,20,6.308000061682293,6.0,1.892399981976937
2022-03-21 09:15:00,13.771200000000006,-7.6788,0.26842,20.0,6.308000053081553,20,6.308000061574406,20,6.308000061432474,6.0,1.8923999820125497
2022-03-21 09:20:00,15.504400000000002,-7.912000000000001,0.26842,19.85,6.261196925130712,20,6.308000061405524,20,6.308000061324759,6.0,1.8923999819323367
2022-03-21 09:25:00,13.838,-8.174800000000001,0.26842,20.0,6.308000063058008,20,6.308000063071976,20,6.308000063071819,6.0,1.8923999820393784
2022-03-21 09:30:00,13.599799999999998,-8.451600000000001,0.26842,20.0,6.308000061052649,20,6.308000063067992,20,6.308000063071952,6.0,1.892399982073672
2022-03-21 09:35:00,13.621400000000005,-8.6816,0.26842,20.0,6.308000060663151,20,6.308000060961448,20,6.308000060645552,6.0,1.892399981443225
2022-03-21 09:40:00,14.086600000000002,-8.8856,0.26842,20.0,6.308000060275344,20,6.308000061770319,20,6.308000062155176,6.0,1.892399981436619
2022-03-21 09:45:00,13.731399999999995,-9.0934,0.26842,20.0,6.308000063059207,20,6.308000063072693,20,6.308000063072523,6.0,1.8923999821101407
2022-03-21 09:50:00,14.101200000000002,-9.27,0.26842,20.0,6.3080000630567605,20,6.308000063072821,20,6.308000063072653,6.0,1.8923999820960216
2022-03-21 09:55:00,16.491,-9.4558,0.26842,20.0,6.308000063059966,20,6.308000063072948,20,6.3080000630727815,6.0,1.89239998195856
2022-03-21 10:00:00,16.019,-9.6424,0.21029,20.0,6.308000059697086,20,6.308000062360671,20,6.308000062295746,6.0,1.892399985145835
2022-03-21 10:05:00,14.097800000000008,-9.8656,0.21029,20.0,6.308000060523786,20,6.308000062406686,20,6.308000062388335,6.0,1.8923999875474995
2022-03-21 10:10:00,14.107,-10.0126,0.21029,20.0,6.30800006061078,20,6.308000062375303,20,6.308000062391332,6.0,1.892399987802578
2022-03-21 10:15:00,15.215800000000003,-10.1358,0.21029,20.0,6.308000063061246,20,6.308000063073167,20,6.308000063073012,6.0,1.8923999863232848
2022-03-21 10:20:00,13.7894,-10.295,0.21029,20.0,6.308000060712474,20,6.308000062432005,20,6.30800006241416,6.0,1.8923999891961687
2022-03-21 10:25:00,13.707600000000005,-10.492,0.21029,20.0,6.308000063061825,20,6.308000063073326,20,6.308000063073171,6.0,1.8923999900611528
2022-03-21 10:30:00,14.5828,-10.5904,0.21029,20.0,6.308000063062253,20,6.308000063073461,20,6.308000063073313,6.0,1.8923999835896013
2022-03-21 10:35:00,13.7838,-10.848,0.21029,20.0,6.308000060845938,20,6.308000062466338,20,6.308000061447907,6.0,1.8923999911366909
2022-03-21 10:40:00,13.7362,-11.0184,0.21029,20.0,6.308000057960011,20,6.308000063073619,20,6.308000062301305,6.0,1.892399985101218
2022-03-21 10:45:00,13.870400000000002,-11.1042,0.21029,20.0,6.308000061216399,20,6.30800006248108,20,6.308000062518161,6.0,1.8923999919237708
2022-03-21 10:50:00,13.163400000000005,-11.2172,0.21029,20.0,6.308000061282686,20,6.308000062493005,20,6.308000062497025,6.0,1.892399998523163
2022-03-21 10:55:00,13.657000000000004,-11.3956,0.21029,20.0,6.308000063064136,20,6.308000063073803,20,6.3080000630738375,6.0,1.8923999952164343
2022-03-21 11:00:00,13.633,-11.4946,0.1928,20.0,6.308000061486271,20,6.308000062524174,20,6.30800006252752,14.76,4.656379743533189
2022-03-21 11:05:00,14.913200000000003,-11.5186,0.1928,20.0,6.308000053852408,20,6.308000063073963,20,6.308000063073998,11.46,3.613733754059586
2022-03-21 11:10:00,13.805599999999998,-11.6938,0.1928,20.0,6.30800006060455,20,6.308000062537158,20,6.3080000625405575,14.83,4.678457743276359
2022-03-21 11:15:00,13.633799999999995,-11.758,0.1928,20.0,6.308000061489759,20,6.308000062578378,20,6.308000062590795,15.45,4.874337740793825
2022-03-21 11:20:00,14.425999999999997,-11.86,0.1928,20.0,6.308000061498242,20,6.308000062535849,20,6.308000062539108,13.64,4.301471747256416
2022-03-21 11:25:00,13.919200000000002,-11.9312,0.1928,20.0,6.308000063066186,20,6.308000063074156,20,6.308000063074188,15.16,4.781211742019421
2022-03-21 11:30:00,13.762199999999996,-11.9026,0.1928,20.0,6.308000063066587,20,6.308000063074307,20,6.308000063074342,15.5,4.8877837405921705
2022-03-21 11:35:00,13.674000000000005,-11.8156,0.1928,20.0,6.308000063066652,20,6.3080000630739415,20,6.308000063074049,15.5,4.8887877309298045
2022-03-21 11:40:00,14.437200000000004,-11.9362,0.1928,20.0,6.308000061741705,20,6.308000062570252,20,6.308000062580637,13.81,4.355419749139722
2022-03-21 11:45:00,17.2266,-12.0186,0.1928,20.0,6.308000060778359,20,6.308000062390906,20,6.308000060177932,6.69,2.108609770232545
2022-03-21 11:50:00,15.002599999999996,-11.9974,0.1928,20.0,6.308000061796735,20,6.30800006258533,20,6.308000062673121,12.48,3.9369337947843497
2022-03-21 11:55:00,13.6548,-11.8688,0.1928,20.0,6.3080000618027805,20,6.3080000625989205,20,6.308000062684634,15.69,4.948869783732541
2022-03-21 12:00:00,14.829599999999996,-11.916,0.1745,20.0,6.308000061765162,20,6.308000062541703,20,6.308000062658993,20.0,6.308000057828308
2022-03-21 12:05:00,14.692999999999998,-11.9514,0.1745,20.0,6.308000063068312,20,6.30800006307468,20,6.308000063075496,20.0,6.308000063042177
2022-03-21 12:10:00,13.6768,-11.9614,0.1745,20.0,6.308000063068908,20,6.3080000630750135,20,6.3080000630758,20.0,6.308000063043
2022-03-21 12:15:00,13.402399999999997,-11.96,0.1745,20.0,6.308000062174639,20,6.308000062652137,20,6.308000062594556,20.0,6.308000056461606
2022-03-21 12:20:00,13.729599999999998,-11.8732,0.1745,20.0,6.308000062542778,20,6.308000063075205,20,6.308000063076009,20.0,6.308000063036922
2022-03-21 12:25:00,13.741600000000002,-11.9168,0.1745,20.0,6.30800006209879,20,6.308000062692418,20,6.308000062740057,20.0,6.3080000558188365
2022-03-21 12:30:00,15.2178,-11.871199999999998,0.1745,20.0,6.308000063069564,20,6.3080000630753705,20,6.308000063076162,20.0,6.308000063046174
2022-03-21 12:35:00,13.575,-11.789,0.1745,20.0,6.308000062133131,20,6.30800006253171,20,6.308000062461442,20.0,6.308000050043506
2022-03-21 12:40:00,13.1956,-11.7634,0.1745,20.0,6.308000063070218,20,6.308000063075683,20,6.308000063076513,20.0,6.308000063049389
2022-03-21 12:45:00,13.701200000000002,-11.7572,0.1745,20.0,6.308000063069571,20,6.308000063074649,20,6.308000063075503,20.0,6.308000063048806
2022-03-21 12:50:00,14.185199999999998,-11.7654,0.1745,20.0,6.308000063071233,20,6.30800006307607,20,6.3080000630768245,20.0,6.308000063050621
2022-03-21 12:55:00,12.929799999999998,-11.6278,0.1745,20.0,6.3080000630705735,20,6.308000063075092,20,6.30800006307581,20.0,6.308000063050035
2022-03-21 13:00:00,13.093400000000004,-11.7018,0.15699,20.0,6.308000063069545,20,6.308000063075308,20,6.308000063049241,20.0,6.308000063050509
2022-03-21 13:05:00,13.194,-11.6032,0.15699,20.0,6.308000060521846,20,6.30800006305313,20,6.308000063077279,20.0,6.308000063048173
2022-03-21 13:10:00,13.4652,-11.5338,0.15699,20.0,6.308000063069063,20,6.308000063076832,20,6.308000063077436,20.0,6.30800006305309
2022-03-21 13:15:00,13.711,-11.4124,0.15699,20.0,6.308000063069897,20,6.308000062729193,20,6.308000063077367,20.0,6.308000063043608
2022-03-21 13:20:00,15.346799999999998,-11.4344,0.15699,20.0,6.308000063068786,20,6.308000063074635,20,6.308000063073496,20.0,6.308000063054475
2022-03-21 13:25:00,14.034,-11.3042,0.15699,20.0,6.308000063070168,20,6.308000063075316,20,6.308000063076513,20.0,6.308000063053533
2022-03-21 13:30:00,15.218999999999998,-11.151599999999998,0.15699,20.0,6.308000063072392,20,6.308000063077415,20,6.30800006307807,20.0,6.30800006305556
2022-03-21 13:35:00,16.1094,-11.0982,0.15699,20.0,6.308000063071946,20,6.308000063076362,20,6.308000063076919,20.0,6.308000063054889
2022-03-21 13:40:00,13.548199999999998,-11.0868,0.15699,20.0,6.308000063074062,20,6.308000063077841,20,6.308000063078386,20.0,6.308000063056798
2022-03-21 13:45:00,13.4794,-10.9824,0.15699,20.0,6.3080000630735045,20,6.308000063076661,20,6.308000063077149,20.0,6.308000063056002
2022-03-21 13:50:00,13.6688,-10.8504,0.15699,20.0,6.308000063074482,20,6.308000063077034,20,6.308000063077441,20.0,6.308000063056768
2022-03-21 13:55:00,13.9434,-10.8086,0.15699,20.0,6.308000062727986,20,6.3080000629384765,20,6.308000062975319,20.0,6.308000058782937
2022-03-21 14:00:00,13.5196,-10.718,0.15,20.0,6.308000062734265,20,6.308000062938666,20,6.308000062972287,20.0,6.308000061363208
2022-03-21 14:05:00,14.0174,-10.7048,0.15,20.0,6.308000063075962,20,6.308000063077362,20,6.308000063077722,20.0,6.308000063058387
2022-03-21 14:10:00,14.3556,-10.476,0.15,20.0,6.308000062848159,20,6.308000062955608,20,6.308000062989876,20.0,6.308000042193576
2022-03-21 14:15:00,13.585,-10.3846,0.15,0.0,0.0,20,6.308000062959546,20,6.308000062992316,20.0,6.308000062057291
2022-03-21 14:20:00,13.0286,-10.4018,0.15,-0.0,-1.1608712603965251e-32,20,6.308000063079062,20,6.308000063079279,20.0,6.308000063067872
2022-03-21 14:25:00,12.919600000000004,-10.3102,0.15,0.0,0.0,20,6.308000063078304,20,6.308000063078278,20.0,6.308000063067087
2022-03-21 14:30:00,12.839,-9.9414,0.15,0.0,0.0,0,5.81072840495561e-13,0,5.81072840495561e-13,20.0,6.308000061869754
2022-03-21 14:35:00,13.0324,-9.6792,0.15,0.0,0.0,0,5.81072840473435e-13,0,5.81072840367072e-13,20.0,6.3080000618553465
2022-03-21 14:40:00,12.916000000000004,-9.5156,0.15,0.0,2.5901068240448684e-33,0,5.81072840471079e-13,0,5.81072840471079e-13,20.0,6.308000061877345
2022-03-21 14:45:00,13.06,-9.3624,0.15,0.0,0.0,0,5.810728404209095e-13,0,5.81072840455501e-13,20.0,6.308000061902318
2022-03-21 14:50:00,13.1202,-9.2348,0.15,0.0,1.219217357677872e-32,0,5.810728404451941e-13,0,5.810728404451941e-13,20.0,6.308000061793127
2022-03-21 14:55:00,13.0396,-9.0112,0.15,0.0,0.0,0,5.81072840437166e-13,0,5.810728403265366e-13,20.0,6.308000061867277
2022-03-21 15:00:00,12.8046,-8.942,0.15071,-0.0,-5.129098349571591e-33,0,5.810728367460437e-13,0,5.810728367460437e-13,20.0,6.308000061884718
2022-03-21 15:05:00,12.9726,-8.878400000000001,0.15071,0.0,0.0,0,5.810728367961522e-13,0,5.810728367325421e-13,20.0,6.308000061864902
2022-03-21 15:10:00,13.474600000000002,-8.5608,0.15071,-0.0,-2.642709686844148e-33,0,5.81072836679895e-13,0,5.81072836679895e-13,20.0,6.308000061780311
2022-03-21 15:15:00,12.5894,-8.264,0.15071,0.0,0.0,0,5.810728367183313e-13,0,5.810728366937568e-13,20.0,6.308000061942943
2022-03-21 15:20:00,15.065,-8.0774,0.15071,0.0,3.918653827485459e-33,0,5.810728365136576e-13,0,5.810728365136576e-13,20.0,6.308000061978449
2022-03-21 15:25:00,14.4592,-7.8608,0.15071,0.0,0.0,0,5.810728364663752e-13,0,5.810728365486946e-13,20.0,6.308000061954704
2022-03-21 15:30:00,13.142799999999998,-7.7398,0.15071,0.0,1.2234470300031815e-34,0,5.81072836645134e-13,0,5.81072836645134e-13,20.0,6.308000061850931
2022-03-21 15:35:00,12.6612,-7.69,0.15071,0.0,0.0,0,5.8107283667598e-13,0,5.810728366476887e-13,20.0,6.308000061706861
2022-03-21 15:40:00,12.740199999999998,-7.548399999999999,0.15071,0.0,3.8565821058601556e-33,0,5.810728366604974e-13,0,5.810728366604974e-13,20.0,6.308000061786951
2022-03-21 15:45:00,12.8266,-7.177,0.15071,0.0,0.0,0,5.81072836698223e-13,0,5.81072836626601e-13,20.0,6.3080000618667205
