Time;Voltage [U];Voltage [V];Voltage [W];;;Current [U];Current [V];Current [W];;;Power [U];Power [V];Power [W]
07/07/2023 13:28:47:349;345.996;2.67019e-307;2.67019e-307;;;0.0909246;2.67019e-307;2.67019e-307;;;31.4822;2.67019e-307;2.67019e-307
07/07/2023 13:28:47:392;345.996;3.22646e-307;3.22646e-307;;;0.0909246;3.22646e-307;3.22646e-307;;;31.4822;3.22646e-307;3.22646e-307
07/07/2023 13:28:47:775;345.996;3.56032e-307;3.56032e-307;;;0.0909246;3.56032e-307;3.56032e-307;;;31.4429;3.56032e-307;3.56032e-307
07/07/2023 13:28:48:180;345.996;7.43654e-219;7.43654e-219;;;0.0903534;7.43654e-219;7.43654e-219;;;31.276;7.43654e-219;7.43654e-219
07/07/2023 13:28:48:585;345.996;1.02941e-218;1.02941e-218;;;0.0903534;1.02941e-218;1.02941e-218;;;31.276;1.02941e-218;1.02941e-218
07/07/2023 13:28:48:786;345.996;1.73391e-221;1.73391e-221;;;0.0912174;1.73391e-221;1.73391e-221;;;31.5531;1.73391e-221;1.73391e-221
07/07/2023 13:28:48:997;345.996;2.16105e-217;2.16105e-217;;;0.0912174;2.16105e-217;2.16105e-217;;;31.5531;2.16105e-217;2.16105e-217
07/07/2023 13:28:49:203;345.998;5.32417e-219;5.32417e-219;;;0.0911843;5.32417e-219;5.32417e-219;;;31.5942;5.32417e-219;5.32417e-219
07/07/2023 13:28:49:605;345.998;3.77807e-220;3.77807e-220;;;0.0911843;3.77807e-220;3.77807e-220;;;31.4936;3.77807e-220;3.77807e-220
07/07/2023 13:28:49:819;345.996;4.02153e-221;4.02153e-221;;;0.0902512;4.02153e-221;4.02153e-221;;;31.2629;4.02153e-221;4.02153e-221
07/07/2023 13:28:50:019;345.996;1.50598e-307;1.50598e-307;;;0.0902512;1.50598e-307;1.50598e-307;;;31.2629;1.50598e-307;1.50598e-307
07/07/2023 13:28:50:221;345.996;1.50585e-307;1.50585e-307;;;0.0912801;1.50585e-307;1.50585e-307;;;31.5768;1.50585e-307;1.50585e-307
07/07/2023 13:28:50:423;345.996;6.39574e-279;6.39574e-279;;;0.0912801;6.39574e-279;6.39574e-279;;;31.5768;6.39574e-279;6.39574e-279
07/07/2023 13:28:50:628;345.996;2.29391e-278;2.29391e-278;;;0.0909545;2.29391e-278;2.29391e-278;;;31.5448;2.29391e-278;2.29391e-278
07/07/2023 13:28:50:822;345.997;5.95503e-279;5.95503e-279;;;0.0909545;5.95503e-279;5.95503e-279;;;31.4747;5.95503e-279;5.95503e-279
07/07/2023 13:28:51:039;345.997;5.29398e-279;5.29398e-279;;;0.0909545;5.29398e-279;5.29398e-279;;;31.4747;5.29398e-279;5.29398e-279
07/07/2023 13:28:51:418;346.004;1.85316e-278;1.85316e-278;;;-13.5274;1.85316e-278;1.85316e-278;;;-4792.43;1.85316e-278;1.85316e-278
07/07/2023 13:28:51:461;346.004;1.10288e-278;1.10288e-278;;;-13.5274;1.10288e-278;1.10288e-278;;;-4792.43;1.10288e-278;1.10288e-278
07/07/2023 13:28:51:861;345.998;1.50326e-307;1.50326e-307;;;-19.968;1.50326e-307;1.50326e-307;;;-6908.66;1.50326e-307;1.50326e-307
07/07/2023 13:28:52:259;345.998;1.50327e-307;1.50327e-307;;;-19.968;1.50327e-307;1.50327e-307;;;-6909.51;1.50327e-307;1.50327e-307
07/07/2023 13:28:52:653;346.003;1.45371e-282;1.45371e-282;;;-19.976;1.45371e-282;1.45371e-282;;;-6911.55;1.45371e-282;1.45371e-282
07/07/2023 13:28:53:038;346.003;3.44767e-282;3.44767e-282;;;-19.976;3.44767e-282;3.44767e-282;;;-6911.55;3.44767e-282;3.44767e-282
07/07/2023 13:28:53:461;346.006;2.36944e-282;2.36944e-282;;;-19.9773;2.36944e-282;2.36944e-282;;;-6912.03;2.36944e-282;2.36944e-282
07/07/2023 13:28:53:676;346.008;9.6953e-283;9.6953e-283;;;-19.9798;9.6953e-283;9.6953e-283;;;-6912.84;9.6953e-283;9.6953e-283
07/07/2023 13:28:53:894;346.008;1.45371e-282;1.45371e-282;;;-19.9798;1.45371e-282;1.45371e-282;;;-6912.84;1.45371e-282;1.45371e-282
07/07/2023 13:28:54:079;346.008;9.15731e-283;9.15731e-283;;;-19.9798;9.15731e-283;9.15731e-283;;;-6912.94;9.15731e-283;9.15731e-283
07/07/2023 13:28:54:302;346.011;4.30845e-282;4.30845e-282;;;-19.9793;4.30845e-282;4.30845e-282;;;-6912.87;4.30845e-282;4.30845e-282
07/07/2023 13:28:54:881;346.013;2.58465e-282;2.58465e-282;;;-19.979;2.58465e-282;2.58465e-282;;;-6912.63;2.58465e-282;2.58465e-282
07/07/2023 13:28:55:101;346.013;1.45371e-282;1.45371e-282;;;-19.979;1.45371e-282;1.45371e-282;;;-6912.82;1.45371e-282;1.45371e-282
07/07/2023 13:28:55:493;346.015;9.69512e-283;9.69512e-283;;;-19.9806;9.69512e-283;9.69512e-283;;;-6913.33;9.69512e-283;9.69512e-283
07/07/2023 13:28:55:540;346.015;9.15714e-283;9.15714e-283;;;-19.9806;9.15714e-283;9.15714e-283;;;-6913.33;9.15714e-283;9.15714e-283
07/07/2023 13:28:55:907;346.018;1.5031e-307;1.5031e-307;;;-19.9807;1.5031e-307;1.5031e-307;;;-6913.43;1.5031e-307;1.5031e-307
07/07/2023 13:28:56:094;346.018;1.50307e-307;1.50307e-307;;;-19.9807;1.50307e-307;1.50307e-307;;;-6913.3;1.50307e-307;1.50307e-307
07/07/2023 13:28:56:341;346.022;1.46323e-261;1.46323e-261;;;-19.9798;1.46323e-261;1.46323e-261;;;-6913.04;1.46323e-261;1.46323e-261
07/07/2023 13:28:56:709;346.023;1.98783e-262;1.98783e-262;;;-19.9801;1.98783e-262;1.98783e-262;;;-6913.23;1.98783e-262;1.98783e-262
07/07/2023 13:28:56:914;346.023;1.50402e-307;1.50402e-307;;;-19.9801;1.50402e-307;1.50402e-307;;;-6913.23;1.50402e-307;1.50402e-307
07/07/2023 13:28:57:128;346.023;1.8443e-261;1.8443e-261;;;-19.9804;1.8443e-261;1.8443e-261;;;-6913.31;1.8443e-261;1.8443e-261
07/07/2023 13:28:57:325;346.027;1.46323e-261;1.46323e-261;;;-19.9804;1.46323e-261;1.46323e-261;;;-6913.52;1.46323e-261;1.46323e-261
07/07/2023 13:28:57:545;346.027;4.76967e-262;4.76967e-262;;;-19.9804;4.76967e-262;4.76967e-262;;;-6913.52;4.76967e-262;4.76967e-262
07/07/2023 13:28:57:923;346.029;1.82909e-262;1.82909e-262;;;-19.9807;1.82909e-262;1.82909e-262;;;-6913.51;1.82909e-262;1.82909e-262
07/07/2023 13:28:58:368;346.032;3.65814e-262;3.65814e-262;;;-19.9801;3.65814e-262;3.65814e-262;;;-6913.43;3.65814e-262;3.65814e-262
07/07/2023 13:28:58:720;346.032;7.63382e-262;7.63382e-262;;;-19.9801;7.63382e-262;7.63382e-262;;;-6913.45;7.63382e-262;7.63382e-262
07/07/2023 13:28:59:484;346.036;1.50408e-307;1.50408e-307;;;-19.9802;1.50408e-307;1.50408e-307;;;-6913.52;1.50408e-307;1.50408e-307
07/07/2023 13:28:59:690;346.039;8.14921e-261;8.14921e-261;;;-19.9811;8.14921e-261;8.14921e-261;;;-6913.81;8.14921e-261;8.14921e-261
07/07/2023 13:29:00:269;346.042;1.50408e-307;1.50408e-307;;;-19.9816;1.50408e-307;1.50408e-307;;;-6914.17;1.50408e-307;1.50408e-307
07/07/2023 13:29:00:448;346.042;1.50403e-307;1.50403e-307;;;-19.9816;1.50403e-307;1.50403e-307;;;-6914.17;1.50403e-307;1.50403e-307
07/07/2023 13:29:00:802;346.045;8.34431e-308;8.34431e-308;;;-19.9817;8.34431e-308;8.34431e-308;;;-6914.04;8.34431e-308;8.34431e-308
07/07/2023 13:29:01:161;346.045;8.34487e-308;8.34487e-308;;;-19.9817;8.34487e-308;8.34487e-308;;;-6914.04;8.34487e-308;8.34487e-308
07/07/2023 13:29:01:211;346.047;8.34431e-308;8.34431e-308;;;-19.9812;8.34431e-308;8.34431e-308;;;-6914.09;8.34431e-308;8.34431e-308
07/07/2023 13:29:01:592;346.047;8.34551e-308;8.34551e-308;;;-19.9812;8.34551e-308;8.34551e-308;;;-6914.27;8.34551e-308;8.34551e-308
07/07/2023 13:29:01:799;346.05;8.01067e-307;8.01067e-307;;;-19.983;8.01067e-307;8.01067e-307;;;-6914.62;8.01067e-307;8.01067e-307
07/07/2023 13:29:02:029;346.05;1.78021e-306;1.78021e-306;;;-19.983;1.78021e-306;1.78021e-306;;;-6914.62;1.78021e-306;1.78021e-306
07/07/2023 13:29:02:207;346.051;4.52075e-302;4.52075e-302;;;-19.9804;4.52075e-302;4.52075e-302;;;-6913.83;4.52075e-302;4.52075e-302
07/07/2023 13:29:02:426;346.051;4.52076e-302;4.52076e-302;;;-19.9804;4.52076e-302;4.52076e-302;;;-6913.83;4.52076e-302;4.52076e-302
07/07/2023 13:29:02:607;346.051;4.52075e-302;4.52075e-302;;;-19.9804;4.52075e-302;4.52075e-302;;;-6913.78;4.52075e-302;4.52075e-302
07/07/2023 13:29:02:846;346.055;1.29071e-306;1.29071e-306;;;-19.98;1.29071e-306;1.29071e-306;;;-6913.73;1.29071e-306;1.29071e-306
07/07/2023 13:29:03:210;346.055;6.19806e-303;6.19806e-303;;;-19.98;6.19806e-303;6.19806e-303;;;-6913.73;6.19806e-303;6.19806e-303
07/07/2023 13:29:03:795;346.06;2.38967e-297;2.38967e-297;;;-19.9802;2.38967e-297;2.38967e-297;;;-6913.97;2.38967e-297;2.38967e-297
07/07/2023 13:29:04:404;346.063;4.3613e-289;4.3613e-289;;;-19.9803;4.3613e-289;4.3613e-289;;;-6913.99;4.3613e-289;4.3613e-289
07/07/2023 13:29:04:609;346.063;8.34844e-308;8.34844e-308;;;-19.9803;8.34844e-308;8.34844e-308;;;-6914.09;8.34844e-308;8.34844e-308
07/07/2023 13:29:05:029;346.064;8.34844e-308;8.34844e-308;;;-19.9803;8.34844e-308;8.34844e-308;;;-6914.07;8.34844e-308;8.34844e-308
07/07/2023 13:29:05:306;346.068;1.74452e-288;1.74452e-288;;;-19.98;1.74452e-288;1.74452e-288;;;-6913.95;1.74452e-288;1.74452e-288
07/07/2023 13:29:05:743;346.069;2.36179e-288;2.36179e-288;;;-19.9811;2.36179e-288;2.36179e-288;;;-6914.4;2.36179e-288;2.36179e-288
07/07/2023 13:29:06:306;346.072;3.49274e-288;3.49274e-288;;;-19.9804;3.49274e-288;3.49274e-288;;;-6914.21;3.49274e-288;3.49274e-288
07/07/2023 13:29:06:499;346.072;2.97773e-288;2.97773e-288;;;-19.9804;2.97773e-288;2.97773e-288;;;-6914.21;2.97773e-288;2.97773e-288
07/07/2023 13:29:06:973;346.075;2.87485e-288;2.87485e-288;;;-19.9822;2.87485e-288;2.87485e-288;;;-6914.86;2.87485e-288;2.87485e-288
07/07/2023 13:29:07:305;346.078;2.97773e-288;2.97773e-288;;;-19.9823;2.97773e-288;2.97773e-288;;;-6914.98;2.97773e-288;2.97773e-288
07/07/2023 13:29:07:767;346.081;4.45541e-308;4.45541e-308;;;-19.9821;4.45541e-308;4.45541e-308;;;-6914.92;4.45541e-308;4.45541e-308
07/07/2023 13:29:08:381;346.084;6.5675e-286;6.5675e-286;;;-19.9795;6.5675e-286;6.5675e-286;;;-6914.05;6.5675e-286;6.5675e-286
07/07/2023 13:29:08:578;346.084;1.74613e-288;1.74613e-288;;;-19.9795;1.74613e-288;1.74613e-288;;;-6914.05;1.74613e-288;1.74613e-288
07/07/2023 13:29:08:944;346.086;1.24611e-306;1.24611e-306;;;-19.9801;1.24611e-306;1.24611e-306;;;-6914.27;1.24611e-306;1.24611e-306
07/07/2023 13:29:09:318;346.088;2.31421e-306;2.31421e-306;;;-19.9801;2.31421e-306;2.31421e-306;;;-6914.33;2.31421e-306;2.31421e-306
07/07/2023 13:29:09:512;346.088;1.6022e-306;1.6022e-306;;;-19.9801;1.6022e-306;1.6022e-306;;;-6914.33;1.6022e-306;1.6022e-306
07/07/2023 13:29:09:727;346.091;1.02361e-306;1.02361e-306;;;-19.981;1.02361e-306;1.02361e-306;;;-6914.75;1.02361e-306;1.02361e-306
07/07/2023 13:29:10:092;346.091;1.69119e-306;1.69119e-306;;;-19.981;1.69119e-306;1.69119e-306;;;-6914.75;1.69119e-306;1.69119e-306
07/07/2023 13:29:10:513;346.092;7.566e-307;7.566e-307;;;-19.9818;7.566e-307;7.566e-307;;;-6914.97;7.566e-307;7.566e-307
07/07/2023 13:29:10:723;346.096;1.78021e-306;1.78021e-306;;;-19.9817;1.78021e-306;1.78021e-306;;;-6915;1.78021e-306;1.78021e-306
07/07/2023 13:29:10:980;346.096;7.56594e-307;7.56594e-307;;;-19.9817;7.56594e-307;7.56594e-307;;;-6915;7.56594e-307;7.56594e-307
