Datetime;Iset;Igrid;Vgrid;Icharger;Vcharger
30/06/2023 12:01;15.12;10.4;229.8;20.2;348.6
30/06/2023 12:01;16.82;7.8;230.4;15.3;348.4
30/06/2023 12:02;20.0;8.7;230.3;17.0;348.4
30/06/2023 12:02;20.0;10.4;230.1;20.2;348.6
30/06/2023 12:02;20.0;10.3;230.1;20.1;348.6
30/06/2023 12:02;19.14;10.4;229.9;20.2;348.8
30/06/2023 12:02;8.66;9.9;229.8;19.3;348.8
30/06/2023 12:02;8.8;4.5;230.6;8.6;348.2
30/06/2023 12:02;8.97;4.6;230.6;8.8;348.1
30/06/2023 12:02;8.09;4.6;230.6;8.9;348.1
30/06/2023 12:02;7.98;4.2;230.7;8.0;348.1
30/06/2023 12:02;8.16;4.1;230.7;7.9;348.1
30/06/2023 12:02;8.08;4.2;230.6;8.2;348.2
30/06/2023 12:02;8.22;4.1;230.7;8.0;348.2
30/06/2023 12:02;8.09;4.2;230.7;8.2;348.1
30/06/2023 12:02;7.98;4.2;230.9;8.1;348.2
30/06/2023 12:02;6.87;4.1;230.8;8.0;348.1
30/06/2023 12:02;6.03;3.5;230.9;6.8;348.2
30/06/2023 12:02;6.0;3.1;231.1;6.1;348.1
30/06/2023 12:02;6.0;3.1;231.0;6.0;347.9
30/06/2023 12:02;6.0;3.1;231.0;6.0;348.2
30/06/2023 12:03;6.0;3.1;230.9;6.0;348.2
30/06/2023 12:03;6.0;3.1;230.8;6.1;348.1
30/06/2023 12:03;6.0;3.1;230.7;6.0;348.1
30/06/2023 12:03;11.61;3.1;230.7;6.1;348.1
30/06/2023 12:03;14.09;6.0;230.4;11.6;348.4
30/06/2023 12:03;16.22;7.3;230.2;14.1;348.2
30/06/2023 12:03;20.0;8.4;230.0;16.4;348.6
30/06/2023 12:03;20.0;10.4;229.7;20.3;348.8
30/06/2023 12:03;20.0;10.4;229.7;20.2;348.8
30/06/2023 12:03;0.0;10.4;229.8;20.2;348.8
30/06/2023 12:03;0.0;0.3;231.2;0.1;347.7
30/06/2023 12:03;0.0;0.4;231.2;0.1;347.9
30/06/2023 12:03;0.0;0.3;231.2;0.1;347.9
30/06/2023 12:03;0.0;0.3;231.3;0.1;347.9
30/06/2023 12:03;0.0;0.3;231.2;0.1;347.9
30/06/2023 12:03;0.0;0.3;231.2;0.1;347.9
30/06/2023 12:03;0.0;0.3;231.0;0.1;347.9
30/06/2023 12:03;0.0;0.3;231.0;0.1;347.7
30/06/2023 12:03;0.0;0.3;231.1;0.1;347.9
30/06/2023 12:03;0.0;0.3;231.2;0.1;347.9
30/06/2023 12:03;0.0;0.3;231.3;0.1;347.9
