Time,Voltage [U],Voltage [V],Voltage [W],,,Current [U],Current [V],Current [W],,,Power [U],Power [V],Power [W]
30/06/2023 12:36:35:388,345.996,5.95503e-279,5.95503e-279,,,0.0857564,5.95503e-279,5.95503e-279,,,29.5841,5.95503e-279,5.95503e-279
30/06/2023 12:36:35:397,345.996,5.29398e-279,5.29398e-279,,,0.0857564,5.29398e-279,5.29398e-279,,,29.5841,5.29398e-279,5.29398e-279
30/06/2023 12:36:36:026,345.996,1.85316e-278,1.85316e-278,,,0.0856681,1.85316e-278,1.85316e-278,,,29.3394,1.85316e-278,1.85316e-278
30/06/2023 12:36:36:029,345.996,1.10288e-278,1.10288e-278,,,0.0856681,1.10288e-278,1.10288e-278,,,29.3394,1.10288e-278,1.10288e-278
30/06/2023 12:36:36:030,345.996,1.50326e-307,1.50326e-307,,,0.0856681,1.50326e-307,1.50326e-307,,,29.3394,1.50326e-307,1.50326e-307
30/06/2023 12:36:36:513,345.996,1.50327e-307,1.50327e-307,,,0.0829626,1.50327e-307,1.50327e-307,,,29.2346,1.50327e-307,1.50327e-307
30/06/2023 12:36:36:519,345.996,1.45371e-282,1.45371e-282,,,0.0829626,1.45371e-282,1.45371e-282,,,29.2346,1.45371e-282,1.45371e-282
30/06/2023 12:36:36:526,345.996,3.44767e-282,3.44767e-282,,,0.0829626,3.44767e-282,3.44767e-282,,,29.2346,3.44767e-282,3.44767e-282
30/06/2023 12:36:37:200,345.996,2.36944e-282,2.36944e-282,,,0.0846924,2.36944e-282,2.36944e-282,,,29.2141,2.36944e-282,2.36944e-282
30/06/2023 12:36:37:203,345.996,9.6953e-283,9.6953e-283,,,0.0846924,9.6953e-283,9.6953e-283,,,29.2141,9.6953e-283,9.6953e-283
30/06/2023 12:36:37:206,345.996,1.45371e-282,1.45371e-282,,,0.0846924,1.45371e-282,1.45371e-282,,,29.2141,1.45371e-282,1.45371e-282
30/06/2023 12:36:37:678,345.996,9.15731e-283,9.15731e-283,,,0.0843805,9.15731e-283,9.15731e-283,,,29.142,9.15731e-283,9.15731e-283
30/06/2023 12:36:37:681,345.996,4.30845e-282,4.30845e-282,,,0.0843805,4.30845e-282,4.30845e-282,,,29.142,4.30845e-282,4.30845e-282
30/06/2023 12:36:37:684,345.996,2.58465e-282,2.58465e-282,,,0.0843805,2.58465e-282,2.58465e-282,,,29.142,2.58465e-282,2.58465e-282
30/06/2023 12:36:38:213,345.997,1.45371e-282,1.45371e-282,,,0.083987,1.45371e-282,1.45371e-282,,,29.5372,1.45371e-282,1.45371e-282
30/06/2023 12:36:38:217,345.997,9.69512e-283,9.69512e-283,,,0.083987,9.69512e-283,9.69512e-283,,,29.5372,9.69512e-283,9.69512e-283
