Datetime,Building Load (kWh),PV (kWh),Price (Euros/kWh),EV2 (A),EV2 (kW),EV2 (kWh),EV0 (A),EV0 (kW),EV0 (kWh),EV3 (A),EV3 (kW),EV3 (kWh),EV1 (A),EV1 (kW),EV1 (kWh)
2022-03-21 14:10:00,14.3556,-10.476,0.15,20.0,6.308000063079933,-4.416027791287817e-13,20,6.308000063077891,-1.4141420217691579e-11,20,6.308000063079669,-2.211671750066717e-12,20.0,6.308000061986434,-7.337793968482938e-09
2022-03-21 14:15:00,13.585,-10.3846,0.15,0.0,1.5954576991051198e-18,0.5256666719224444,20,6.3080000630784125,-1.063864826640915e-11,20,6.308000063079751,-1.663834292112487e-12,20.0,6.30800006202129,-7.103902029748757e-09
2022-03-21 14:20:00,13.0286,-10.4018,0.15,0.0,1.595457695019437e-18,0.5256666719224444,20,6.308000062950748,0.0,20,6.308000063059784,0.0,20.0,6.3080000599775845,0.0
2022-03-21 14:25:00,12.919600000000004,-10.3102,0.15,0.0,1.5954577086849825e-18,0.5256666719224444,20,6.3080000630792,-5.3519214138871626e-12,20,6.308000063079873,-8.369985235527899e-13,20.0,6.30800006202215,-7.098098547908821e-09
2022-03-21 14:30:00,12.839,-9.9414,0.15,0.0,1.595464763720716e-18,0.5256666719224444,0,2.054004157593501e-18,0.5256666719125627,0,2.054004157593501e-18,0.5256666719216486,20.0,6.308000061532587,0.0
2022-03-21 14:35:00,13.0324,-9.6792,0.15,0.0,1.595464764994649e-18,0.5256666719224444,0,2.054004161943511e-18,0.5256666719125627,0,2.054003188437605e-18,0.5256666719216486,20.0,6.3080000615087854,0.0
2022-03-21 14:40:00,12.916000000000004,-9.5156,0.15,0.0,1.5954647625800126e-18,0.5256666719224444,0,2.054004158212853e-18,0.5256666719125627,0,2.054004158212853e-18,0.5256666719216486,20.0,6.308000061519134,0.0
2022-03-21 14:45:00,13.06,-9.3624,0.15,0.0,1.5954647451973462e-18,0.5256666719224444,0,2.054003389595677e-18,0.5256666719125627,0,2.054004161324137e-18,0.5256666719216486,20.0,6.308000061502352,0.0
2022-03-21 14:50:00,13.1202,-9.2348,0.15,0.0,1.5954647398874961e-18,0.5256666719224444,0,2.0540041551016808e-18,0.5256666719125627,0,2.0540041551016808e-18,0.5256666719216486,20.0,6.308000061491217,0.0
2022-03-21 14:55:00,13.0396,-9.0112,0.15,0.0,1.5954647398875173e-18,0.5256666719224444,0,2.0540041619435184e-18,0.5256666719125627,0,2.054002938586117e-18,0.5256666719216486,20.0,6.308000061482432,0.0
2022-03-21 15:00:00,12.8046,-8.942,0.15071,0.0,1.5954645113685169e-18,0.5256666719224444,0,2.054003909757328e-18,0.5256666719125627,0,2.054003909757328e-18,0.5256666719216486,20.0,6.3080000614776734,0.0
2022-03-21 15:05:00,12.9726,-8.878400000000001,0.15071,0.0,1.5954645113685236e-18,0.5256666719224444,0,2.054002402176024e-18,0.5256666719125627,0,2.0540039165990898e-18,0.5256666719216486,20.0,6.308000061463025,0.0
2022-03-21 15:10:00,13.474600000000002,-8.5608,0.15071,0.0,1.5954645118492153e-18,0.5256666719224444,0,2.054003917218473e-18,0.5256666719125627,0,2.054003917218473e-18,0.5256666719216486,20.0,6.308000061414501,0.0
2022-03-21 15:15:00,12.5894,-8.264,0.15071,0.0,1.595464511849212e-18,0.5256666719224444,0,2.054003909757325e-18,0.5256666719125627,0,2.0540026773169364e-18,0.5256666719216486,20.0,6.308000062478065,0.0
2022-03-21 15:20:00,15.065,-8.0774,0.15071,0.0,1.5954645060586893e-18,0.5256666719224444,0,2.0540039097573442e-18,0.5256666719125627,0,2.0540039097573442e-18,0.5256666719216486,20.0,6.308000061256638,0.0
2022-03-21 15:25:00,14.4592,-7.8608,0.15071,0.0,1.5954645097448493e-18,0.5256666719224444,0,2.05400170593948e-18,0.5256666719125627,0,2.0540039213488625e-18,0.5256666719216486,20.0,6.308000061295127,0.0
2022-03-21 15:30:00,13.142799999999998,-7.7398,0.15071,0.0,1.5954645092641497e-18,0.5256666719224444,0,2.054003921968132e-18,0.5256666719125627,0,2.054003921968132e-18,0.5256666719216486,20.0,6.308000062456028,0.0
2022-03-21 15:35:00,12.6612,-7.69,0.15071,0.0,1.5954645092641545e-18,0.5256666719224444,0,2.0540039151264413e-18,0.5256666719125627,0,2.0540027630235013e-18,0.5256666719216486,20.0,6.308000062464548,0.0
2022-03-21 15:40:00,12.740199999999998,-7.548399999999999,0.15071,0.0,1.595464506058697e-18,0.5256666719224444,0,2.0540039165990986e-18,0.5256666719125627,0,2.0540039165990986e-18,0.5256666719216486,20.0,6.308000062460203,0.0
2022-03-21 15:45:00,12.8266,-7.177,0.15071,0.0,1.5954645113685313e-18,0.5256666719224444,0,2.054002176868444e-18,0.5256666719125627,0,2.054003917218537e-18,0.5256666719216486,20.0,6.308000062452177,0.0
2022-03-21 15:50:00,12.6942,-6.929399999999999,0.15071,0.0,1.595464517639732e-18,0.5256666719224444,0,2.0540039172185197e-18,0.5256666719125627,0,2.05400391721852e-18,0.5256666719216486,20.0,6.308000062445621,0.0
2022-03-21 15:55:00,12.63,-6.7328,0.15071,0.0,1.5954645139535844e-18,0.5256666719224444,0,2.0540039213488225e-18,0.5256666719125627,0,2.05400166695636e-18,0.5256666719216486,20.0,6.3080000624438535,0.0
2022-03-21 16:00:00,12.4396,-6.3716,0.21121,0.0,1.5954405772978164e-18,0.5256666719224444,0,2.053978809791399e-18,0.5256666719125627,0,2.053978809791399e-18,0.5256666719216486,20.0,6.308000048939259,0.0
2022-03-21 16:05:00,12.1872,-6.2308,0.21121,0.0,1.5954405782811754e-18,0.5256666719224444,0,2.053979141136352e-18,0.5256666719125627,0,2.053978802672028e-18,0.5256666719216486,20.0,6.308000049737875,0.0
2022-03-21 16:10:00,11.9334,-5.973000000000001,0.21121,0.0,1.5954405898622498e-18,0.5256666719224444,0,2.05397878651092e-18,0.5256666719125627,0,2.0539787865109197e-18,0.5256666719216486,20.0,6.308000049612872,0.0
2022-03-21 16:15:00,12.0766,-5.6074,0.21121,0.0,1.5954405239288725e-18,0.5256666719224444,0,2.0539788057047064e-18,0.5256666719125627,0,2.0539785574244063e-18,0.5256666719216486,20.0,6.308000044073316,0.0
2022-03-21 16:20:00,11.9696,-5.3978,0.21121,0.0,1.5954405261168645e-18,0.5256666719224444,0,2.0539787877496128e-18,0.5256666719125627,0,2.0539787877496128e-18,0.5256666719216486,20.0,6.308000041985822,0.0
