Datetime,Building Load (kWh),PV (kWh),Price (Euros/kWh),EV2 (A),EV2 (kW),EV2 (kWh),EV0 (A),EV0 (kW),EV0 (kWh),EV3 (A),EV3 (kW),EV3 (kWh),EV1 (A),EV1 (kW),EV1 (kWh)
2022-03-21 16:25:00,12.7924,-5.1806,0.21121,0.0,1.5954403671372124e-18,0.5256666719224444,0,2.0539804179484305e-18,0.5256666719125627,0,2.0539788066516892e-18,0.5256666719216486,20.0,6.307997899852442,0.0
2022-03-21 16:30:00,11.811,-5.0062,0.21121,0.0,1.5954404610669237e-18,0.5256666719224444,0,2.0539788026719795e-18,0.5256666719125627,0,2.0539788026719795e-18,0.5256666719216486,20.0,6.308000035122123,0.0
2022-03-21 16:35:00,11.36,-4.7478,0.21121,0.0,1.5954405176245033e-18,0.5256666719224444,0,2.0539788057046763e-18,0.5256666719125627,0,2.0539788057046937e-18,0.5256666719216486,20.0,6.308000046106839,0.0
2022-03-21 16:40:00,10.202000000000002,-4.4488,0.21121,0.0,1.595440603410301e-18,0.5256666719224444,0,2.0539788014332734e-18,0.5256666719125627,0,2.0539788014332734e-18,0.5256666719216486,20.0,6.308000046239643,0.0
2022-03-21 16:45:00,9.7456,-4.1984,0.21121,0.0,1.595488769579991e-18,0.5256666719224444,0,2.0540299502023784e-18,0.5256666719125627,0,2.0540299502023792e-18,0.5256666719216486,0.0,8.292827874442725e-28,0.5256666705199702
2022-03-21 16:50:00,9.6516,-3.8058,0.21121,0.0,1.5954887695799909e-18,0.5256666719224444,0,2.0540299502023784e-18,0.5256666719125627,0,2.0540299502023784e-18,0.5256666719216486,-0.0,-1.9528026321183053e-37,0.5256666705199702
2022-03-21 16:55:00,8.946,-3.44,0.21121,0.0,1.595488769579991e-18,0.5256666719224444,0,2.0540299502023792e-18,0.5256666719125627,0,2.0540299502023792e-18,0.5256666719216486,0.0,1.816704438271763e-36,0.5256666705199702
2022-03-21 17:00:00,7.456200000000001,-3.2348,0.2323,0.0,1.5954887695706385e-18,0.5256666719224444,0,2.054029950189973e-18,0.5256666719125627,0,2.054029950189973e-18,0.5256666719216486,-0.0,-4.566209173245543e-36,0.5256666705199702
2022-03-21 17:05:00,6.941000000000001,-3.037,0.2323,0.0,1.5954887695706385e-18,0.5256666719224444,0,2.0540299501899724e-18,0.5256666719125627,0,2.0540299501899728e-18,0.5256666719216486,0.0,5.929445173396869e-36,0.5256666705199702
2022-03-21 17:10:00,7.002400000000001,-2.7814,0.2323,0.0,1.5954887695706385e-18,0.5256666719224444,0,2.054029950189973e-18,0.5256666719125627,0,2.054029950189973e-18,0.5256666719216486,-0.0,-2.2125790328136158e-36,0.5256666705199702
2022-03-21 17:15:00,6.792599999999999,-2.5198,0.2323,0.0,1.5954887695706385e-18,0.5256666719224444,0,2.0540299501899724e-18,0.5256666719125627,0,2.054029950189973e-18,0.5256666719216486,-0.0,-1.7817180562648588e-37,0.5256666705199702
2022-03-21 17:20:00,6.8642,-2.2678000000000003,0.2323,0.0,1.5954887695706385e-18,0.5256666719224444,0,2.054029950189973e-18,0.5256666719125627,0,2.054029950189973e-18,0.5256666719216486,0.0,4.8853876701326e-37,0.5256666705199702
2022-03-21 17:25:00,7.0046,-2.0214,0.2323,0.0,1.5954887695706385e-18,0.5256666719224444,0,2.0540299501899724e-18,0.5256666719125627,0,2.0540299501899728e-18,0.5256666719216486,-0.0,-1.4770834913698834e-36,0.5256666705199702
2022-03-21 17:30:00,6.830999999999999,-1.7622,0.2323,0.0,1.5954887695706385e-18,0.5256666719224444,0,2.054029950189973e-18,0.5256666719125627,0,2.054029950189973e-18,0.5256666719216486,0.0,0.0,0.5256666705199702
2022-03-21 17:35:00,6.8994,-1.5554,0.2323,0.0,1.5954887695706385e-18,0.5256666719224444,0,2.0540299501899728e-18,0.5256666719125627,0,2.054029950189973e-18,0.5256666719216486,-0.0,-2.385796258190662e-38,0.5256666705199702
2022-03-21 17:40:00,6.858,-1.3462,0.2323,0.0,1.5954887695706385e-18,0.5256666719224444,0,2.054029950189973e-18,0.5256666719125627,0,2.054029950189973e-18,0.5256666719216486,0.0,2.0814597430459388e-39,0.5256666705199702
2022-03-21 17:45:00,7.0344,-1.0256,0.2323,0.0,1.5954887695706385e-18,0.5256666719224444,0,2.0540299501899728e-18,0.5256666719125627,0,2.0540299501899728e-18,0.5256666719216486,-0.0,9.519055132633845e-38,0.5256666705199702
2022-03-21 17:50:00,6.9412,-0.9128,0.2323,0.0,1.5954887695706385e-18,0.5256666719224444,0,2.054029950189973e-18,0.5256666719125627,0,2.054029950189973e-18,0.5256666719216486,0.0,1.5265830006148022e-36,0.5256666705199702
2022-03-21 17:55:00,7.1438,-0.8480000000000001,0.2323,0.0,1.5954887686092613e-18,0.5256666719224444,0,2.0540299483318506e-18,0.5256666719125627,0,2.0540299483318506e-18,0.5256666719216486,-0.0,-1.504632769052528e-36,0.5256666705199702
2022-03-21 18:00:00,7.7098,-0.7076,0.2582,0.0,1.5954887685969257e-18,0.5256666719224444,0,2.054029948315613e-18,0.5256666719125627,0,2.054029948315613e-18,0.5256666719216486,-0.0,-6.989761856690495e-37,0.5256666705199702
